r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.6277640437311017,0.6275502992830576,0.3270289020367851,2936.9840923372917,0,10,-5243.763725998715,10511.52745199743,10604.716075470926,1862.4977266940127,17415,17426
