r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.629738846952873,0.629462405706054,0.32618836075143504,2278.0205710950418,0,13,-5197.416068000405,10424.83213600081,10541.317915342679,1852.6167185612012,17412,17426
