cluster,overall,potential,total_stats,base_stats,pace_total,shooting_total,passing_total,dribbling_total,defending_total,physicality_total,log_value
1,0.7324922637301915,0.541609232664093,0.6034490433047168,0.7967489710818187,0.4042192037287802,0.539790198361871,0.6992894636988436,0.7077512997391842,0.20338016513457582,0.33239617600245913,0.6880266676608079
2,-0.6740543134337215,-0.49839985696726996,-0.5553061113650364,-0.7331846454549987,-0.37197075155250464,-0.49672594452011787,-0.6435004199834233,-0.6512871740079171,-0.18715457399877222,-0.30587773727786804,-0.6331361654694186
