r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.6457127970962286,0.6453668134996429,0.3191111717309288,1866.3104362991364,0,17,-4813.166809423335,9664.33361884667,9811.882272679703,1772.6904101880498,17408,17426
