Term,VIF,VIF_CI_low,VIF_CI_high,SE_factor,Tolerance,Tolerance_CI_low,Tolerance_CI_high
position_group,111.68111108072969,108.43103924783385,115.02950614490702,2.194471547349507,0.008954065645685965,0.008693421657746336,0.009222451494856232
age_z,1.5650284034787016,1.5342963560836096,1.597528119184349,1.251010952581432,0.6389660390681906,0.6259670724985866,0.651764566887563
total_stats_z,53.689381513361056,52.13465138051456,55.291382639960815,7.327303836566426,0.018625656914135647,0.018086000968933424,0.019181100736654244
pace_z,2.2838388253982687,2.2319884185781445,2.3378714480954828,1.5112375145549652,0.43785926961181876,0.4277395152820046,0.4480309985824368
shooting_z,10.380908023180023,10.09227493683761,10.678703729340926,3.221941654217224,0.09633068685003783,0.0936443247556713,0.09908568744495061
passing_z,8.543488790824782,8.308573918704203,8.785954383203132,2.9229246981105725,0.11704820179245073,0.1138180277730313,0.12035759804083912
dribbling_z,7.430546318914797,7.228169854249237,7.639498749619984,2.7259028447314106,0.1345796065431224,0.1308986404441448,0.13834760667835277
defending_z,9.029231469848904,8.780115453412254,9.286324076095422,3.0048679621322636,0.11075139709722538,0.10768523603157143,0.11389371874504972
physicality_z,2.1893522360908944,2.1402706246045686,2.240546507970388,1.479645983365918,0.45675610507768627,0.44631967979359455,0.4672306335955798
