Known As,Full Name,best_position,age,overall,total_stats,value_eur,fitted,residual,std_resid,leverage,cooks
R. Cota,Rodolfo Cota,GK,34,76,1280,0,6.054737599965503,-6.054737599965448,-12.804073265562119,0.005574833503252076,0.008589587696663991
T. Salman,Tarek Salman,CDM,24,66,1679,0,6.023565634336064,-6.023565634335914,-12.760187880833623,0.009006260885072205,0.013829420198800589
A. Asad,Ali Asad,LW,29,69,1696,0,6.020946169596519,-6.0209461695962805,-12.964409429223151,0.0408163492339706,0.06684271597377052
H. Al Haydos,Hassan Al Haydos,RW,31,72,1758,0,6.00481146551807,-6.004811465518008,-12.773669824198182,0.017245287564726444,0.026759186132570768
Jorge Molina,Jorge Molina Vidal,ST,40,77,1738,0,5.97806252322938,-5.9780625232293945,-12.670610877809683,0.010072125402191056,0.015266128039637212
B. Khoukhi,Boualem Khoukhi,CB,31,71,1818,0,5.967465448432206,-5.967465448431927,-12.603893142135849,0.00310789596430836,0.004628539386290998
C. McCowatt,Callum McCowatt,CAM,23,65,1783,0,5.956643060175906,-5.9566430601758,-12.587987817598755,0.004208808445921827,0.006259212991218101
A. Madibo,Assim Madibo,CDM,25,66,1693,0,5.93350167352681,-5.933501673526664,-12.578372977652126,0.01041989269329804,0.01556959978436361
T. Deng,Thomas Deng,CB,25,65,1620,0,5.927981940268486,-5.927981940268192,-12.510147231067146,0.001457263648326719,0.0021345805052123035
J. Champness,Joseph Champness,LW,25,66,1536,0,5.908300464004271,-5.908300464004023,-12.588924291381343,0.020452145981312213,0.030924785233676474
W. Reid,Winston Reid,CB,33,72,1603,0,5.889717732871728,-5.889717732871456,-12.450693593702955,0.004870439823958413,0.007090745009542563
M. Muntari,Mohammed Muntari,ST,28,67,1521,0,5.859366161659818,-5.859366161659825,-12.366195726942959,0.0015948785916319022,0.0022830177222607187
M. Soisalo,Mikael Soisalo,RM,24,64,1544,0,5.842071710083134,-5.842071710083079,-12.34049656111835,0.0033417838874699197,0.0047721446850905545
K. Muneer,Khaled Muneer,RM,24,63,1611,0,5.818668100544513,-5.818668100544451,-12.30219313496643,0.005144868655107465,0.007314687076263396
Rubén Castro,Rubén Castro Martín,ST,41,73,1855,0,5.811861673921619,-5.811861673921622,-12.280124954330384,0.003900501205779044,0.00551873434636651
Ø. Nyland,Ørjan Nyland,GK,31,69,1181,0,5.811513292796545,-5.811513292796498,-12.263335218081103,0.0012908560353152554,0.0018166539414621792
S. Al Brake,Sultan Al Brake,LWB,26,66,1640,0,5.795879613692057,-5.7958796136921,-12.292788613619631,0.011411304368017999,0.01630184271590098
D. Sundgren,Daniel Sundgren,RWB,31,71,1790,0,5.795840353102651,-5.795840353102599,-12.322908809266456,0.016251429869806034,0.023444995601729843
Z. Nagy,Zsolt Nagy,LWB,29,68,1704,0,5.7877929704696225,-5.787792970469676,-12.387975519999776,0.02925971265490139,0.043229867272537706
A. Al Ahrak,Abdullah Al Ahrak,CAM,25,64,1616,0,5.786145458927551,-5.786145458927454,-12.208011552997384,9.97474357948715e-4,0.0013907249286778064
S. Gavriel,Stavros Gavriel,CAM,20,61,1455,0,5.785624023699376,-5.7856240236992775,-12.21407779478572,0.0021694258684512215,0.003031276785146946
M. Barsham,Meshaal Barsham,GK,24,65,1026,0,5.768235940772243,-5.768235940772184,-12.202490229975007,0.0062735487781890135,0.00878536052782741
Pedro Miguel,Pedro Miguel C. Deus Correia,RWB,31,69,1685,0,5.754196246485041,-5.7541962464849785,-12.254608936303379,0.019498685837496782,0.027910800839960472
N. Alho,Nikolai Alho,RB,29,66,1830,0,5.753429998006631,-5.7534299980065,-12.175547215099744,0.006988122012888735,0.009749879235263884
S. Al Hajri,Salem Al Hajri,CB,26,63,1569,0,5.7410664766616355,-5.741066476661341,-12.111875078150483,8.282639809815496e-4,0.0011364952450217175
C. Spandler,Csaba Spandler,CB,26,63,1434,0,5.735709671978091,-5.735709671977792,-12.108305630935082,0.0021038980933489096,0.002888832394460334
J. Sand,José Sand,ST,41,74,1777,0,5.717989330719249,-5.717989330719263,-12.089556636235251,0.005181878042310666,0.007115091183235472
N. Kirwan,Niko Kirwan,RB,26,64,1678,0,5.6928691523992025,-5.692869152399079,-12.048495756983383,0.007170893922777634,0.009798975638790154
M. Kheder,Musab Kheder,RWB,28,65,1630,0,5.68938321872589,-5.689383218725828,-12.089241685927746,0.015059468019791255,0.020884013395421418
