r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.5423219013990401,0.5395364688646369,0.47419953366800166,194.69934909596475,0,106,-11736.68375139526,23689.36750279052,24528.670780875367,3916.4771488799606,17417,17524
