r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.7385761000853722,0.7384109649700018,0.2740699836999322,4472.556296875695,0,11,-2164.6979960111503,4355.395992022301,4456.350334118587,1308.041394779405,17414,17426
