r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.3827432400191127,0.3821438246803902,0.5492969639180407,638.5276039730119,0,17,-14357.564292830813,28753.128585661627,28900.78379199137,5282.035567895022,17506,17524
