Row,Distance_Cook,Outlier_Cook,Outlier
111,1.5818171068743858e-4,0,0
112,4.4689309441063314e-4,0,0
113,1.55998250983892e-4,0,0
114,0.0048474801573979084,0,0
115,0.0031534411201078897,0,0
116,0.004301590555645717,0,0
117,0.004494931031081192,0,0
118,0.0013563736392060504,0,0
119,0.0014011371608038856,0,0
120,0.0021024321759928522,0,0
121,1.5271854923204272e-4,0,0
122,3.165330329494011e-4,0,0
123,0.0048474801573979084,0,0
124,0.0010057225393903548,0,0
125,0.0021461590671395577,0,0
126,0.001759480886554828,0,0
127,0.0031800768306160464,0,0
128,3.5082804086172565e-5,0,0
129,7.36885312756247e-4,0,0
130,3.7345540934523064e-4,0,0
131,1.446568812697823e-4,0,0
132,0.001764802973781753,0,0
133,0.0013407637367876392,0,0
134,7.36885312756247e-4,0,0
135,5.428590875169107e-4,0,0
136,0.0020558407163332416,0,0
137,6.761393352268635e-4,0,0
138,0.0018717893052555745,0,0
139,1.0035256045148208e-9,0,0
140,0.003210971065140209,0,0
141,3.5076485061102876e-4,0,0
142,0.001150814129713665,0,0
143,3.3704215003798686e-7,0,0
144,2.9676095517241016e-4,0,0
145,0.0015269570526899087,0,0
146,0.0018447442108050335,0,0
147,0.002530745395209604,0,0
148,0.001743202569810896,0,0
149,7.30720463871402e-4,0,0
150,6.532878636873441e-4,0,0
151,0.0014597629224272683,0,0
152,2.111718847064004e-4,0,0
153,5.912438874376887e-4,0,0
154,2.753640625755608e-4,0,0
155,1.3874713741548428e-4,0,0
156,0.0016687084602376428,0,0
157,4.4232610633707174e-4,0,0
158,1.1453484681548732e-4,0,0
159,0.00197792535416777,0,0
160,6.705783752634513e-4,0,0
161,4.767494391539489e-4,0,0
162,4.1393567765520516e-4,0,0
163,6.239443371099681e-4,0,0
164,0.0010286380271647445,0,0
165,0.0015292314811412287,0,0
166,0.0033799123851538816,0,0
167,3.625229733468491e-4,0,0
168,1.0565508573317492e-4,0,0
169,1.6223499920378305e-5,0,0
170,7.877803407849273e-4,0,0
171,2.3197198304956295e-4,0,0
172,1.1453484681548732e-4,0,0
173,0.001575072599998022,0,0
174,2.365881609564586e-5,0,0
175,5.125002261395924e-4,0,0
176,0.001283335749817505,0,0
177,5.392686337861095e-6,0,0
178,0.0018076831882090898,0,0
179,0.002530745395209604,0,0
180,6.163124453497718e-5,0,0
181,0.002530745395209604,0,0
182,0.0031417623771702314,0,0
183,0.003210971065140209,0,0
184,0.0010322126187403654,0,0
185,1.107773497242035e-5,0,0
186,0.0019076980001222431,0,0
187,5.776832142477058e-4,0,0
188,0.0018039811815478862,0,0
189,0.0011984240544450698,0,0
190,1.307771598845902e-4,0,0
191,2.967548538399244e-4,0,0
192,1.5852301992841023e-4,0,0
